country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
USA,1989,3,short,4,S007,735400.47,591.39,273.17,110.9,152.98,326.57,599.16,1171.41,2368.98,4205.15,7754.19,12278.4,18679.44,30473.73,50587.52,73549.7,92039.17,113633.88,121203.88,205400.85,104572.71,100842.53,67156.13,33692.45,27697.36,5996.44
USA,1989,3,short,4,S008,152760.54,82.44,41.92,29.83,48.4,64.16,165.13,304.24,590.54,922.06,1409.01,1923.18,2645.32,3961.36,6851.23,11061.14,16373.36,23908.67,29345.6,53032.94,27798.84,25233.72,17440.38,7791.26,6476.89,1314.02
USA,1989,3,short,4,S009,47662.19,36.42,13.79,4.86,8.21,22.7,51.12,86.05,163.56,262.08,396.21,495.66,789.59,1367.95,2673.51,4398.81,6038.64,7351.66,7805.67,15695.69,7318.64,8380.88,5233.15,3150.11,2513.88,637.01
USA,1989,3,short,4,S010,54978.68,593.91,230.41,63.2,57.91,87.27,127.04,249.41,413.98,506.27,544.83,568.89,670.71,1002.05,1697.83,2807.28,4228.68,6734.18,10224.47,24170.37,10902.99,13275.04,8572.89,4704.49,3811.07,894.16
USA,1989,3,short,4,S011,118703.54,400.48,175.29,98.27,118.8,176.75,222.75,317.42,469.91,598.29,849.17,1230.41,2226.78,4740.88,9155.09,14719.9,19969.42,22789.61,18885.89,21558.43,12636.9,8917.98,6332.72,2584.28,2177.95,406.08
USA,1989,3,short,4,S012,76736.84,400,122.98,56.76,55.14,82.81,185.59,490.66,1249.56,2321.67,3055.48,3378.95,3986.69,5223.77,6907.09,8102.9,8718.79,9389.56,9165.21,13843.23,7392.03,6450.7,4483.66,1966.38,1652.98,313.17
USA,1989,3,short,4,S013,14044.59,22.62,22.14,11.69,29.48,50.37,126.18,171.85,240.28,273.57,357.23,349.93,395.99,556.69,873.58,1222.81,1639.33,1960.24,2119.35,3621.26,1762.27,1859.49,1212.06,647.63,531.83,115.83
USA,1989,3,short,4,S014,41085.85,235.98,29.12,14.43,22.17,61.19,145.68,229.8,363.64,377.02,418.85,474.11,713.46,1063.65,1969.77,3255.16,4340.88,6264.53,7524.25,13582.17,6903.45,6679.88,4530.14,2149.79,1783.36,366.42
USA,1989,3,short,4,S015,38625.8,33646.19,1086.22,299.77,224.41,264.93,233.9,275.65,237.68,269.42,184.58,206.14,218.36,235.26,210.29,246.43,220.91,246.84,142.54,176.26,110.12,66.08,41.82,24.27,22.4,1.85
USA,1989,3,short,4,S016,154193.48,1396.99,3365.49,2311.82,2702.42,12691.73,16053.71,16711.28,15431.36,12694.91,9878.21,7365.67,6176.05,6006.73,6266.67,6529,6486.7,6868.45,6328.23,8928.05,4952.84,3974.66,2718.85,1255.8,1063.63,191.99
USA,1990,1,short,4,S000,1113417,21868.86,3976.97,2367.15,2769.02,11690.19,16229.25,19824.7,24294.87,27632.07,29886.26,33115.63,41573.76,60544.76,94141.62,128381.85,147737.34,157900.7,137557,151924.98,91802.61,60122.37,44031.21,16091.16,13690.65,2400.51
USA,1990,1,short,4,S001,40553.22,452.05,246.34,94.52,52.07,110.7,559.02,3039.78,5645.41,6307.11,4788.15,3025.39,1986.28,1753.86,1598.96,1889.41,2105.74,2367.44,2065.93,2465.06,1426.01,1039.23,756.08,283.17,240.26,42.91
USA,1990,1,short,4,S002,277062.91,85.85,341.29,356.37,328.27,476.67,662.83,1084.98,1778.31,2752.99,4748.49,7757.95,12654.7,20648.89,33497.72,44315.11,46796.81,43367.48,30993.71,24414.5,16731.86,7677.21,6058.43,1616.97,1442.57,173.67
USA,1990,1,short,4,S003,3999.31,64.44,63.53,32.49,24.02,44.25,75.69,120.06,180.73,216.71,187.7,151.25,168.96,167.39,236.92,321.53,437.23,472.3,442.72,591.39,345.02,246.41,179.01,67.41,59.5,7.89
USA,1990,1,short,4,S004,28147.3,199.34,100.62,84.27,69.65,83.48,129.83,213.06,386.14,565.01,725.87,901.27,1176.82,1717.6,2660.89,3672.63,3981.61,4341.48,3414.21,3723.49,2240.04,1483.47,1066.45,417.11,348.33,68.85
USA,1990,1,short,4,S005,11479.45,3.55,11.61,15.44,14.85,53.03,96.98,235.2,442.72,678.63,673.15,660.55,652.05,650.21,718.94,742.65,813.35,1025.42,1478.08,2513.01,1368.77,1144.66,830.54,314.15,267,47.15
USA,1990,1,short,4,S006,21706.25,380.26,297.75,155.52,143.91,272.12,235.31,275.95,342.45,433.68,450.94,513.23,577.84,773.77,1176.1,1875.86,2643.4,3611.49,3732.84,3813.82,2478.33,1335.01,1037.88,296.88,264,32.75
USA,1990,1,short,4,S007,360921.23,340.54,125.48,50.99,96.96,214.21,355.29,714.05,1520.36,3037.51,5974.75,9186.8,13198.64,20591.64,32697.33,45332.27,53291.71,58072.75,53185.63,62934.33,36964.13,25973.12,18712.33,7262.08,6127.69,1134.95
USA,1990,1,short,4,S008,60039.27,52.6,24.16,16.47,17.93,43.14,80.71,150.29,291.15,489,767.04,1091.72,1424.14,2127.47,3469.76,5781.79,8119.66,10815.62,11216.45,14060.17,8478.39,5581.83,4118.11,1463.59,1243.55,220.06
USA,1990,1,short,4,S009,23431.99,20.15,5.36,3.78,5.2,9.78,37.58,62.88,102.4,181.93,237.63,335.86,500.32,882.92,1762.18,2901.25,3677.03,4078.09,3777.3,4850.33,2731.61,2119.26,1463,656.63,535.66,121.23
USA,1990,1,short,4,S010,26209.55,340.51,88.78,38.03,27.73,35.54,63.43,119.48,236.12,340.14,357.31,348.17,442.59,624.38,1076.39,1689.58,2578.26,3809.58,5244.44,8749.1,4584.39,4166.63,2872.99,1294.38,1076.94,217.71
USA,1990,1,short,4,S011,67054.07,246.91,114.89,54.83,76.26,74.33,105.24,163.26,229.13,294.32,503.03,716.45,1146.84,2444.81,5330.56,8845.13,11829.97,13617.04,10925.51,10335.56,6611.14,3723.42,2844.12,878.81,761.22,117.45
USA,1990,1,short,4,S012,38962.42,248.67,80.67,38.79,19.78,39.33,101.83,284.76,745.19,1625.5,2241.87,2369.64,2562.14,3180.22,4056.48,4610.46,4509.46,4418.75,3639.93,4188.94,2521.67,1667.3,1205.28,462.09,403.94,58.03
USA,1990,1,short,4,S013,4765.29,13.52,10.89,6.27,10.35,13.33,23.31,52.11,76.42,99.75,124.53,118.53,164.85,220.93,348.8,489.63,603.63,713.19,748.58,926.66,517.48,409.3,287.48,121.87,101.07,20.83
USA,1990,1,short,4,S014,17725.07,110.11,18.61,8.32,7.64,14.87,42.24,75.52,130.59,235.81,273.36,291.36,357.31,528.52,998.28,1560.89,2243.84,2993.8,3219.42,4614.59,2514.36,2100.98,1505.85,595.27,506.22,89.05
USA,1990,1,short,4,S015,21194.55,18570.62,571.12,174.38,94.82,158.48,149.77,136.53,142.82,165.18,132.1,105.7,100.68,118.96,99.8,117.21,104.92,110.18,71.72,69.54,41.36,28.18,23.09,5.08,3.44,1.65
USA,1990,1,short,4,S016,110165.14,739.73,1875.88,1236.7,1779.56,10046.93,13510.19,13096.79,12044.91,10208.79,7700.35,5541.77,4459.62,4113.16,4412.49,4236.45,4000.71,4086.08,3400.54,3674.47,2248.05,1426.34,1070.56,355.67,309.27,46.33
USA,1990,2,short,4,S000,1035046,16502.6,2965.82,1633.28,1678.02,4043.03,4824.34,6790.85,9255.77,11498.16,14612.82,18763.09,25199.22,37342.87,60719.03,88986.81,112917.29,143256.65,162810.97,311245.38,153114.11,158131.27,104107.25,54024.02,44082.66,9941.36
USA,1990,2,short,4,S001,20991.63,364.48,212.29,81.1,51.21,90.51,257.96,646.41,979.86,1012.59,668.19,519.87,544.71,759.74,942.15,1346.95,1826.66,2428.63,2755.4,5502.92,2712.7,2790.2,1872.35,917.65,742,175.72
USA,1990,2,short,4,S002,246423.71,83.68,297.63,283.24,262.26,349.56,455.44,933.85,1946.44,3507.16,5918.46,8511.02,11917.08,16980.57,25760.63,34103.77,36381.57,36393.88,29830.06,32507.42,19760.99,12730.68,9434.27,3290.38,2834.98,453.8
USA,1990,2,short,4,S003,4264.04,67.91,47.06,22.37,20.55,36.83,51.67,80.77,102.67,140.15,112.41,121.66,135.5,148.02,236.46,298.24,362.66,465.48,594.34,1219.3,586.51,632.85,405.12,227.8,183.4,44.42
USA,1990,2,short,4,S004,37600.89,128.12,95,55.62,68.76,91.28,121,189.32,276.89,339.35,507.55,716.6,963.52,1535.03,2734.63,3999.53,4754.75,5610.38,5944.79,9468.75,4895.89,4571.86,3113.73,1457.54,1172.49,285.23
USA,1990,2,short,4,S005,12453.6,7.36,8.76,8.7,12.45,17.16,40.31,99.38,186.64,243.54,199.11,184.34,207.11,206.43,270.76,340.19,549.81,961.2,2122.78,6787.55,2810.48,3979.29,2507.65,1472.28,1182.56,289.92
USA,1990,2,short,4,S006,24817.78,303.86,198.54,116.21,116.51,113.84,118.13,171.18,230.35,276.1,336.72,365.54,460.17,641.98,1048.14,1620.7,2318.84,3590.98,4554.72,8235.29,4265.7,3968.69,2706.28,1261.87,1056.31,205.27
USA,1990,2,short,4,S007,361657.42,271.56,129.3,51.57,74.56,113.14,222.73,394.18,696.3,1079.27,1835.06,3042.7,4843.29,8450.29,15682.12,25750.94,37056.85,52938.98,66492.26,142532.33,67522.42,75020.76,48377.71,26648.86,21595.51,5054.95
USA,1990,2,short,4,S008,91237.77,33.96,23.11,13.7,20.15,31.2,76.16,172.51,292.91,436.26,691.1,960.94,1185.35,1737.27,3036.3,5133.73,8125.41,12727.24,17764.32,38776.14,18989.62,19786.88,13349.35,6435.69,5372.36,1062.03
USA,1990,2,short,4,S009,23035.32,22.13,4.06,2.82,5.82,12.64,16.82,37.44,73.18,66.43,136.73,175.6,228.92,398.53,797.25,1506.04,2111.91,3054.42,4030.24,10354.34,4409.77,5947.43,3579.53,2369.82,1874.81,495.63
USA,1990,2,short,4,S010,30867.94,246.04,86.97,29.32,25.82,37.79,46.8,90.57,116.32,171.04,178.33,213.66,252.48,392.3,651.56,1118.23,1821.68,3204.92,5647.13,16536.97,6911.83,9630.25,5917.08,3715.59,2959.72,756.64
USA,1990,2,short,4,S011,53603.37,170.22,84.52,36.66,64.52,66.23,101.26,138.38,195.61,226.36,349.88,548,1015.76,1851.59,3776.8,6070,8154.96,9817.82,8843.74,12091.06,6635.94,5452.25,3734.66,1716.76,1393.23,323.61
USA,1990,2,short,4,S012,36801.12,176.4,45.4,24.27,20.02,30.11,73.84,181.89,407.23,679.88,888.22,979.35,1221.52,1725.47,2477.16,3331.42,3999.21,4806.1,5583.34,10150.28,5228.84,4920.46,3398.17,1521.39,1284.11,236.82
USA,1990,2,short,4,S013,9152.21,13.64,8.69,8.35,22.2,34.5,85.35,122.71,154.95,170.72,172.14,240.25,237.04,305.05,524.15,736.26,955.07,1260.82,1368.68,2731.64,1317.06,1414.69,886.24,528.71,425.5,103.27
USA,1990,2,short,4,S014,22740.65,83.98,14.6,4.1,8.94,49.02,100.67,124.26,186.13,186.58,203.1,222.19,312.46,469.14,895.56,1457.44,2147.22,3084.05,4236.9,8954.31,4354.29,4600.24,3031.64,1568.58,1269.21,299.49
USA,1990,2,short,4,S015,16286.45,13913.06,478.95,147.96,95.73,87.35,110.37,105.36,111.02,101.53,107.1,100.14,95.93,110.61,103.45,124.6,141.97,123.96,99.64,127.71,76.89,50.76,36.03,14.72,11.28,3.45
USA,1990,2,short,4,S016,43112.11,616.19,1230.95,747.29,808.51,2881.88,2945.84,3302.64,3299.27,2861.19,2308.71,1861.23,1578.38,1630.83,1781.91,2048.76,2208.72,2787.81,2942.63,5269.35,2635.19,2633.98,1757.45,876.39,725.19,151.1
USA,1990,3,short,4,S000,2148463,38371.46,6942.79,4000.43,4447.04,15733.23,21053.59,26615.56,33550.64,39130.23,44499.08,51878.72,66772.98,97887.63,154860.64,217368.66,260654.63,301157.35,300367.97,463170.36,244916.72,218253.64,148138.46,70115.18,57773.31,12341.86
USA,1990,3,short,4,S001,61544.85,816.52,458.63,175.62,103.28,201.21,816.97,3686.19,6625.27,7319.7,5456.35,3545.25,2530.98,2513.6,2541.11,3236.36,3932.4,4796.07,4821.33,7967.99,4138.71,3829.43,2628.43,1200.82,982.26,218.64
USA,1990,3,short,4,S002,523486.62,169.53,638.91,639.61,590.53,826.23,1118.27,2018.83,3724.75,6260.15,10666.95,16268.97,24571.78,37629.47,59258.35,78418.87,83178.38,79761.36,60823.77,56921.93,36492.85,20407.9,15492.7,4907.35,4277.55,627.47
USA,1990,3,short,4,S003,8263.34,132.35,110.59,54.86,44.56,81.08,127.36,200.83,283.4,356.85,300.12,272.9,304.46,315.4,473.37,619.77,799.89,937.79,1037.06,1810.69,931.53,879.25,584.12,295.2,242.9,52.31
USA,1990,3,short,4,S004,65748.19,327.47,195.62,139.89,138.42,174.76,250.83,402.37,663.04,904.37,1233.42,1617.88,2140.34,3252.64,5395.53,7672.16,8736.36,9951.87,9359,13192.23,7135.93,6055.34,4180.17,1874.65,1520.82,354.08
USA,1990,3,short,4,S005,23933.04,10.91,20.38,24.14,27.3,70.19,137.29,334.58,629.36,922.18,872.26,844.89,859.16,856.65,989.7,1082.85,1363.16,1986.62,3600.86,9300.57,4179.25,5123.94,3338.19,1786.43,1449.56,337.07
USA,1990,3,short,4,S006,46524.03,684.12,496.28,271.73,260.42,385.96,353.44,447.13,572.8,709.78,787.66,878.77,1038.01,1415.75,2224.24,3496.56,4962.24,7202.46,8287.56,12049.11,6744.03,5303.7,3744.17,1558.75,1320.32,238.03
USA,1990,3,short,4,S007,722578.65,612.1,254.78,102.56,171.52,327.34,578.02,1108.23,2216.65,4116.78,7809.81,12229.5,18041.93,29041.93,48379.45,71083.21,90348.56,111011.72,119677.88,205466.67,104486.55,100993.88,67090.04,33910.94,27723.19,6189.89
USA,1990,3,short,4,S008,151277.04,86.57,47.26,30.17,38.08,74.34,156.87,322.81,584.06,925.26,1458.14,2052.66,2609.48,3864.75,6506.06,10915.52,16245.07,23542.85,28980.78,52836.31,27468.01,25368.71,17467.46,7899.27,6615.91,1282.09
USA,1990,3,short,4,S009,46467.31,42.29,9.42,6.6,11.03,22.42,54.41,100.32,175.58,248.36,374.37,511.46,729.24,1281.45,2559.43,4407.29,5788.94,7132.5,7807.54,15204.67,7141.38,8066.69,5042.54,3026.45,2410.47,616.86
USA,1990,3,short,4,S010,57077.49,586.54,175.75,67.35,53.56,73.33,110.23,210.05,352.44,511.18,535.64,561.83,695.07,1016.69,1727.95,2807.81,4399.94,7014.5,10891.57,25286.07,11496.22,13796.88,8790.07,5009.98,4036.66,974.35
USA,1990,3,short,4,S011,120657.44,417.13,199.41,91.49,140.78,140.56,206.5,301.64,424.74,520.67,852.9,1264.45,2162.6,4296.4,9107.36,14915.14,19984.93,23434.86,19769.25,22426.62,13247.08,9175.67,6578.78,2595.57,2154.44,441.07
USA,1990,3,short,4,S012,75763.54,425.07,126.06,63.06,39.81,69.44,175.67,466.65,1152.42,2305.38,3130.08,3348.99,3783.66,4905.69,6533.65,7941.88,8508.67,9224.85,9223.27,14339.22,7750.51,6587.76,4603.45,1983.47,1688.05,294.85
USA,1990,3,short,4,S013,13917.5,27.16,19.58,14.62,32.55,47.83,108.66,174.82,231.37,270.47,296.67,358.78,401.89,525.98,872.95,1225.89,1558.71,1974.01,2117.26,3658.3,1834.53,1823.99,1173.72,650.58,526.57,124.1
USA,1990,3,short,4,S014,40465.72,194.08,33.21,12.42,16.58,63.89,142.91,199.78,316.72,422.4,476.46,513.54,669.77,997.66,1893.84,3018.32,4391.06,6077.85,7456.31,13568.9,6868.65,6701.22,4537.49,2163.85,1775.43,388.54
USA,1990,3,short,4,S015,37481,32483.69,1050.07,322.34,190.55,245.83,260.13,241.89,253.84,266.71,239.21,205.85,196.61,229.57,203.26,241.82,246.89,234.14,171.36,197.25,118.25,78.95,59.12,19.8,14.72,5.1
USA,1990,3,short,4,S016,153277.24,1355.92,3106.83,1983.98,2588.07,12928.81,16456.03,16399.43,15344.17,13069.98,10009.06,7403,6038,5744,6194.4,6285.22,6209.43,6873.89,6343.17,8943.83,4883.25,4060.32,2828.02,1232.07,1034.46,197.42
USA,1991,1,short,4,S000,1121665,21016.26,4053.43,2296.62,2985.53,11377.05,16217.89,19022.94,24749.1,28566.76,32045.67,34384.04,41683.95,59362.85,92119.14,126410.48,149506.5,158300.06,140710.58,156856.17,94802.58,62053.58,45029.65,17023.93,14484.27,2539.66
USA,1991,1,short,4,S001,44445.38,439.19,245.77,90.99,66.01,100.15,575.38,3162.83,6211.55,7272.68,5737.85,3503.62,2330.51,1845.53,1760.04,1878.3,2119.2,2409.78,2114.47,2581.51,1519.99,1061.66,749.44,312.35,250.23,62.3
USA,1991,1,short,4,S002,281345.1,78.25,355.42,359.61,351.84,479.8,658.94,1039.56,1715.72,2871.76,5032.2,7922.47,12626.36,20338.65,33003.45,44347.85,47911.12,43910.28,32640.99,25700.85,17600.99,8092.42,6391.57,1697.79,1528.06,168.75
USA,1991,1,short,4,S003,4051.07,80.99,53.06,28.6,36.7,41.78,54.22,112.64,198.39,231.05,235.39,185.98,160.84,181.64,223.23,298.27,381.77,456.04,461.17,629.31,344.35,285.1,194.42,90.75,74.15,16.64
USA,1991,1,short,4,S004,29292.57,184.58,93.01,68.56,72.7,76.38,149.64,225.17,406.86,565.71,803.93,942.17,1292.02,1831.91,2658.42,3745.77,4278.5,4361.82,3674.32,3861.11,2345.32,1515.75,1057.03,458.97,395.2,63.72
USA,1991,1,short,4,S005,11436.73,7.26,14.31,10.6,21.32,37.99,88.2,205.67,389.26,650.15,748.46,645.49,557.45,630.25,681.68,727.21,766.88,1071.15,1544.41,2639.01,1419.01,1220.63,843.9,376.99,312.74,64.34
USA,1991,1,short,4,S006,22078.53,370.89,259.77,145.32,156.6,242.72,267.28,271.91,327.98,401.61,450.34,487.53,556.88,785.65,1249.25,1808.52,2706.96,3704.5,3798.01,4086.8,2674.25,1411.81,1114.06,297.22,268.29,28.75
USA,1991,1,short,4,S007,360172.69,312.12,171.59,60.82,75.67,221.93,398.95,777.92,1509.34,3182.68,6130.8,9454.13,13090.73,19950.7,31582.44,44097.86,53501.64,57832.33,53270.99,64550.07,37773.39,26781.14,19101.43,7681.67,6449.52,1233.16
USA,1991,1,short,4,S008,60176.13,42.68,30.27,17.87,25.51,35.73,66.38,124.73,254.63,518.77,846.33,1107.7,1458.01,2037.54,3391.63,5696.16,8156.7,10673.21,11320.78,14371.51,8585.25,5786.62,4263.45,1522.79,1320.62,201.87
USA,1991,1,short,4,S009,23124.38,20.22,1.84,3.14,4.94,17.53,34.24,62.44,107.29,153.08,269.52,353.35,474.62,882.4,1730.76,2866.47,3683.44,4045.2,3674.32,4739.59,2735.11,2004.94,1345.78,659.81,546.78,113.2
USA,1991,1,short,4,S010,25655.87,327.3,120.86,33.18,26.21,47.89,69.76,129.17,231.19,346.1,356.58,364.45,398.23,594.78,1006.39,1506.37,2461.42,3665.3,5182.97,8787.72,4608.86,4181.38,2866.93,1315.44,1106.72,208.87
USA,1991,1,short,4,S011,68475.37,226.46,112.49,54.51,84.83,91.81,105.13,157.99,243.41,331.29,503.45,763.59,1150.61,2379.86,5170.73,8815.4,11964.83,13790.38,11515.24,11013.37,7083.62,3928.22,2958.54,969.05,831.36,137.6
USA,1991,1,short,4,S012,39007.14,269.56,69.98,21.02,24.66,46.81,92.75,290.33,712.86,1549.49,2372.22,2377.5,2530.99,3029.36,4093.39,4442.53,4584.99,4508.57,3840.1,4150.03,2471.94,1678.22,1253.56,424.45,365.91,58.48
USA,1991,1,short,4,S013,4691.92,15.94,15.91,5.22,5.55,26.22,34.98,67.15,83.64,108.4,114.12,139.14,140.98,199.83,332.07,462.86,595.03,724.5,693.77,926.62,551.32,375.33,259.26,116.15,91.77,24.47
USA,1991,1,short,4,S014,18140.14,144.44,20.94,12.03,6.37,16.23,36.77,71.77,124.57,239.02,279.57,279.98,372.05,532.53,1025.52,1540.35,2291.94,2952.72,3348.17,4845.18,2684.79,2161.27,1487.73,674.01,572.75,101.27
USA,1991,1,short,4,S015,20364.55,17694.89,566.97,161.96,121.17,147.33,124.94,129.14,139.66,156.78,137.13,124.16,120.02,113.73,99.7,129.95,121.07,128.68,73.82,73.45,43.59,29.87,20.67,9.21,7.24,1.98
USA,1991,1,short,4,S016,109207.41,801.47,1921.24,1223.21,1905.46,9746.76,13460.33,12194.52,12092.76,9988.18,8027.81,5732.79,4423.63,4028.49,4110.46,4046.63,3981,4065.6,3557.05,3900.04,2360.82,1539.2,1121.88,417.29,362.93,54.27
USA,1991,2,short,4,S000,1047853,15761.87,3172.27,1634.89,1574.26,3957.96,4952.87,6497.25,9435.19,12033.64,15548.53,19268.9,25388.37,37215.69,59437.03,88095.26,114702.89,143566.41,165001.11,320608.6,156008.15,164600.45,107692.49,56907.96,46234.67,10673.29
USA,1991,2,short,4,S001,22145.63,355.34,216.11,84.05,46.22,79.43,274.34,714.26,1163.98,1119.84,843.36,624.05,621.26,791.68,942.29,1382.97,1876.6,2457.59,2877.15,5675.11,2782.62,2892.4,1892.08,1000.32,816.35,183.94
USA,1991,2,short,4,S002,251858.87,65.44,299.44,278.59,228.89,328.52,471.53,875.06,1954.7,3589.99,6098.93,8572.92,11806.69,17234.31,25569.18,34006.11,37353.5,37450.86,31092.38,34581.84,21032.49,13531.51,9933.44,3591.97,3084.92,505.52
USA,1991,2,short,4,S003,4418.64,65.8,59.64,29.24,20.74,20.77,38.72,79.43,115.03,114.15,142.31,135.09,139.99,166.66,210.22,324.19,391.8,523.28,613.33,1228.24,559.11,669.29,430.98,238.34,193.39,44.96
USA,1991,2,short,4,S004,38463.02,147.05,75.71,68.53,61.37,85.03,117.73,198.73,291.73,422.41,512.76,690.35,1086.98,1649.4,2645.29,4042.95,4934.93,5716.46,5845.3,9870.32,5127.67,4741.28,3168.68,1572.22,1275.05,297.19
USA,1991,2,short,4,S005,12792.61,3.87,12.75,11.11,9.13,17.25,39.24,88.68,162.31,255.09,226.84,190.85,172.21,215.9,249.17,336.61,520.21,1018.66,2195.16,7067.59,2902.73,4167.13,2525.62,1642.64,1304.79,338.13
USA,1991,2,short,4,S006,25855.74,289.99,220.82,130.27,121.51,113.59,137.94,145.14,221.81,305.72,364.81,392.17,509.36,657.3,989.77,1575.13,2382.34,3540.49,4811.73,8945.88,4562.96,4382.03,2972.26,1409.18,1193.96,214.77
USA,1991,2,short,4,S007,363820.64,247.02,147.99,58.08,68.09,121.14,232.48,398.89,763.82,1197.14,2055.41,3114.7,4816.93,8275.36,15065.51,25026.77,36943.85,51896.76,66973.87,146416.82,68063.14,78367.18,50311.38,28061.23,22630.62,5432.15
USA,1991,2,short,4,S008,90734.78,35.22,22.86,16.7,25.16,40.93,72.19,147.06,266.46,427.57,700.23,938.99,1190.38,1660.24,2900.72,4870.92,7925.69,12487.03,17592.89,39413.55,19106.46,20307.39,13653.93,6651.38,5534.69,1115.49
USA,1991,2,short,4,S009,22971.75,19.45,7.39,3.24,5.94,10.57,20.95,44.78,70.18,99.69,129.12,192.88,248.12,418.6,742.24,1435.6,2192.56,3027.31,3984,10319.13,4354.15,5967.8,3587.49,2382.11,1806.33,576.96
USA,1991,2,short,4,S010,30008.65,245.76,82.38,30.49,35.68,28.97,55.93,80.14,127.16,175.72,186.25,211.1,272.64,359.51,641.38,1076.99,1804.37,3038.12,5383.28,16172.79,6750.67,9426.87,5735.48,3693.83,2869.53,825.51
USA,1991,2,short,4,S011,56951.86,156.13,82.71,40.15,38.49,79.51,97.3,137.73,182.75,251.44,404.81,589.01,1090.37,1913.43,3942.77,6454.49,8819.36,10397.14,9293.93,12980.34,7088.1,5888.97,4023.8,1864.21,1525.63,338.47
USA,1991,2,short,4,S012,37002.3,166.68,68.28,19.75,29.56,26.27,71.81,164.89,410.91,686.33,955.21,1049.16,1260.02,1555.33,2457.9,3280.96,4140.53,4852.62,5543.43,10262.66,5232.86,5028.79,3413.83,1614.27,1379.68,233.96
USA,1991,2,short,4,S013,8964.17,8.28,7.22,9.21,16.3,37.75,68.84,108.47,144.32,164.45,221.1,212.53,254.2,313.83,492.83,679.45,942.22,1192.45,1416.1,2674.61,1280.64,1394.06,885.92,508.29,399.62,108.79
USA,1991,2,short,4,S014,23168.85,88.05,11.8,7.97,10.59,51.14,95.67,136.03,175.23,197.25,173.92,211.94,300.68,456.98,841.09,1520.75,2200.69,3147.8,4260.5,9280.76,4359.68,4921.75,3228.78,1692.92,1404.01,288.65
USA,1991,2,short,4,S015,15631.26,13262.56,471.75,143.5,94.94,105.05,92.34,100.77,128.42,98.67,107.82,100.84,87.84,108.15,94.82,119.92,109,134.04,110.03,160.79,83.12,77.65,45.8,31.88,26.57,5.31
USA,1991,2,short,4,S016,43064.24,605.24,1385.43,704,761.65,2812.04,3065.86,3077.18,3256.4,2928.18,2425.67,2042.33,1530.7,1439.03,1651.85,1961.45,2165.24,2685.8,3008.02,5558.17,2721.74,2836.35,1883.01,953.19,789.54,163.5
USA,1991,3,short,4,S000,2169518,36778.13,7225.7,3931.52,4559.79,15335.02,21170.75,25520.18,34184.29,40600.4,47594.19,53652.95,67072.32,96578.54,151556.18,214505.73,264209.39,301866.47,305711.69,477464.77,250810.73,226654.04,152722.14,73931.9,60718.94,13212.95
USA,1991,3,short,4,S001,66591.01,794.53,461.88,175.05,112.23,179.58,849.71,3877.09,7375.53,8392.53,6581.21,4127.67,2951.77,2637.22,2702.33,3261.26,3995.8,4867.37,4991.62,8256.62,4302.61,3954.06,2641.52,1312.67,1066.58,246.25
USA,1991,3,short,4,S002,533203.97,143.69,654.85,638.2,580.73,808.32,1130.47,1914.62,3670.42,6461.75,11131.12,16495.39,24433.06,37572.96,58572.63,78353.96,85264.62,81361.14,63733.36,60282.68,38633.48,21623.93,16325.01,5289.75,4612.98,674.26
USA,1991,3,short,4,S003,8469.71,146.78,112.7,57.83,57.44,62.55,92.95,192.07,313.42,345.21,377.69,321.07,300.83,348.3,433.46,622.46,773.57,979.32,1074.51,1857.55,903.46,954.38,625.41,329.09,267.53,61.6
USA,1991,3,short,4,S004,67755.59,331.64,168.73,137.08,134.07,161.41,267.37,423.89,698.58,988.11,1316.69,1632.52,2379,3481.31,5303.7,7788.71,9213.44,10078.28,9519.62,13731.44,7472.98,6257.03,4225.72,2031.19,1670.25,360.91
USA,1991,3,short,4,S005,24229.34,11.13,27.06,21.71,30.44,55.23,127.44,294.35,551.57,905.24,975.29,836.34,729.66,846.15,930.85,1063.81,1287.09,2089.81,3739.57,9706.6,4321.74,5387.77,3369.52,2019.63,1617.53,402.47
USA,1991,3,short,4,S006,47934.27,660.88,480.59,275.59,278.1,356.31,405.22,417.05,549.79,707.33,815.15,879.7,1066.24,1442.95,2239.01,3383.65,5089.3,7244.99,8609.74,13032.68,7237.21,5793.85,4086.32,1706.4,1462.26,243.51
