country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
USA,2016,3,short,4,S001,70851.15,597.4,210.68,109.08,68.57,93.91,234.98,501.95,708.98,1008.87,1479.99,2330.23,4079.92,5948.75,7019.72,7416.37,7077.02,7489.47,8084.58,16390.68,8242.55,8141.89,5738.61,2400.45,2049.99,349.06
USA,2016,3,short,4,S002,619924.38,127.09,455.78,489.2,469.66,645.33,886.23,1460.95,2527.03,4251.95,7087.65,14106.03,28281.28,50283.96,68724.98,84752.88,85186.99,83235.78,76754.86,110196.74,63984.25,46116.97,34900.74,11184.08,9840.34,1333.03
USA,2016,3,short,4,S003,11061.83,109.12,79.12,46.89,31.72,66.26,81.71,142.11,174.77,222.13,238.86,370.96,520.05,723.88,834.17,1015.49,1057.6,1114.68,1178.72,3053.59,1361.44,1692.15,1099.53,592.79,480.51,112.51
USA,2016,3,short,4,S004,122571.1,205.45,150.82,93.78,85.94,192.78,373.01,611.35,953.21,1422.54,2122.32,3548.37,5956.57,8695.74,11631.33,13870.68,13985.32,14105.78,14539.98,30026.13,14511.29,15507.84,10569.18,4936.17,4075.36,860.85
USA,2016,3,short,4,S005,134332.13,4.24,1.08,7.14,11.26,40.75,220.63,475.39,673.23,772.54,904.74,1429.24,2141.39,2793.58,3233.97,3786.36,5679.85,9997.21,19074.68,83084.83,30462.32,52668.07,32327.44,20358.12,16455.43,3907.66
USA,2016,3,short,4,S006,204766.27,313.53,234.21,195.75,253.75,384.3,569.49,636.89,694.71,819.28,1099.78,1753.44,2759.15,4313.2,6110.6,9236.24,13641.67,21889.81,33857.14,106003.34,45051.26,60966.6,39810.92,21156.65,17464.31,3690.02
USA,2016,3,short,4,S007,676072.48,313.47,127.3,79.53,116.65,303.84,682.84,1293.27,2359.23,4125.49,7001.73,12906.91,23171.94,36145.33,46976.13,57166.73,61512.97,69464.14,87121.13,265203.85,109462.7,155815.49,99330.09,56517.42,45982.93,10549.48
USA,2016,3,short,4,S008,144024.39,131.37,58.81,38.72,51.16,63.22,87.81,202.43,385.22,712.34,1171.04,2016.12,3404.97,5243.7,7185.06,9716.55,12230.23,16103.06,22047.74,63174.82,27353.23,35825.43,23470.03,12355.02,10279.74,2072.48
USA,2016,3,short,4,S009,30370.87,42.37,8.51,3.06,10.23,22.39,80.75,143.13,225.74,369.92,487.9,728.74,1085.73,1658.08,2083.38,2682.96,2975.16,3327.76,4006.38,10428.67,4631.29,5797.66,3749.74,2048.61,1653.23,396.09
USA,2016,3,short,4,S010,52604.51,233.08,144.44,51.98,42.97,56.09,139.98,174.82,296.36,368.88,559.04,834.15,1349.73,2123.33,2989.92,3844.45,4437.58,5615.31,7153.31,22189.07,9130.13,13065.21,8259.45,4809.26,3832.03,980.39
USA,2016,3,short,4,S011,216294.13,336.88,152.14,107.05,113.57,146.8,223.69,319.99,438.36,527.85,884.31,1835.6,4668.33,9409.73,14596.37,21751.26,28632.19,32463.05,34445.08,65241.88,33454.14,31759.21,22524.9,9223.38,7814.78,1405.31
USA,2016,3,short,4,S012,107077.78,192.8,74.88,36.69,61.41,88.75,188.03,494.84,1132.98,1851.71,2714.1,4731.52,8274.28,11408.95,12058.42,11792.04,10289.81,9788.32,10133.08,21765.19,10363.39,11396.93,7863.45,3530.51,2967.55,561.7
USA,2016,3,short,4,S013,18934.79,11.66,10.67,8.16,19.44,51.1,93.16,156.44,200.39,272.04,314.08,533.14,808.38,1142.83,1512.95,1944.32,2045.84,2146.83,2296.1,5367.26,2401.71,2965.35,1984.49,980.47,796.09,184.57
USA,2016,3,short,4,S014,72350.06,85.78,20.27,12.24,13.32,47.06,227.72,374.26,464.59,641.92,683.11,1165.69,1893.25,2974.74,4443.94,6150.15,7321.19,8768.94,10693.43,26368.46,12054.39,14312.74,9692.8,4618.57,3887.22,730.3
USA,2016,3,short,4,S015,24218.68,18729.68,527.01,221.25,149.37,200.81,195.16,240.25,205.35,201.75,226.66,312.17,468.46,642.11,577.99,376.78,213.53,176.38,202.84,351.11,177.88,173.09,123.87,49.14,41.83,7.3
USA,2016,3,short,4,S016,238793.46,1731.16,1790.81,989.97,1514.46,8410.27,17481.16,19828.66,19127.01,17711.95,15544.17,16988.21,19075.71,18648.31,14331.24,11162.78,9148.59,9219.59,10444.26,25645.15,11850.27,13793.91,9336.12,4456.54,3758.96,696.15
USA,2017,1,short,4,S000,1439111,12471.1,2232.32,1299.12,1970.21,7849.88,15656.2,20388.13,21767.2,24108.32,26690.33,40227,63586.53,98394.73,126956.45,145266.14,158680.56,163512.23,173173.57,334880.99,171958.57,162922.42,117278.3,45644.12,40206.85,5437.27
USA,2017,1,short,4,S001,35843.29,314.28,98.73,40.98,28.58,47.66,125.89,300.77,424.84,600.88,747.98,1275.84,2379.62,3396.47,4072.79,4055.59,3811.94,3765.05,3746.75,6608.65,3652.73,2954.73,2186.59,767.76,682.75,84.89
USA,2017,1,short,4,S002,326520.84,45.81,217.85,220.27,280.73,349.92,541.15,732.08,1070.78,1864.73,3051.62,6185.08,13251.5,25761.23,38091.13,46507.92,49133.76,45873.2,40724.83,52617.24,31669.3,20926.79,16385.01,4533.39,4108.82,422.39
USA,2017,1,short,4,S003,5058.39,47.94,33.27,23.56,18.37,28.39,45.68,67.29,99.84,112.02,118.73,165.16,252.79,354.42,421.62,517.96,507.56,532.67,567.35,1143.74,572.12,571.68,398.66,173.1,143.26,30.02
USA,2017,1,short,4,S004,68011.35,96.95,76.19,54.3,63.29,95.33,216.25,417.02,561.4,863.67,1272.67,2228.3,3623.16,5634.63,7378.67,8418.69,8838.26,8206.76,7714.23,12251.59,6659.72,5590.19,4085.83,1503.98,1329.96,173.92
USA,2017,1,short,4,S005,51511.23,2.13,4.29,2.05,3.06,20.28,98.5,282.48,427,578.6,633.44,1059.14,1569.72,2109.97,2324.51,2424.89,3146.24,4718.61,7852.19,24254.12,10839.07,13422.4,9226.9,4198.26,3737.86,459.64
USA,2017,1,short,4,S006,87179.82,136.37,130.92,112.69,162.3,236.28,358.37,389.46,440.12,476.61,613.96,977.8,1528.87,2462.78,3542.45,4937.82,7708.15,11565.87,16161,35237.99,18265.81,16971.39,12331.42,4639.25,4075.25,564.21
USA,2017,1,short,4,S007,367042.42,168.34,72.98,43.03,56.14,211.96,426.42,868.7,1714.75,2806.9,4741.55,8588.01,15566.89,25104.13,33235.94,37835.24,40704.51,41758.86,46402.76,106735.32,50619.85,56134.52,39227.57,16914.43,14745.28,2172.08
USA,2017,1,short,4,S008,62306.21,61.79,45.07,20.49,33.68,37.52,46.7,118.27,227.19,405.33,645.43,1124.74,1922.25,3012.13,4390.81,5339.97,6791.79,8078.84,9599.69,20404.51,10377.06,10027.91,7203.33,2824.67,2491.27,333.35
USA,2017,1,short,4,S009,15332.77,35.16,1.07,1.02,7.15,29.42,35.54,72.4,171.2,223.07,302.48,493.55,666.45,1037.14,1359.79,1709.19,1807.77,1816.6,1820,3743.79,1843.57,1900.58,1329.57,571.25,519.19,51.76
USA,2017,1,short,4,S010,27064.1,136.37,88,35.86,20.42,38.54,77.16,95.84,128.37,201.65,250.67,412.41,691.66,1181.45,1698.66,2169.69,2675.88,3177.03,3967.54,10016.93,4494.41,5525.47,3717.61,1809.51,1539.3,271.24
USA,2017,1,short,4,S011,109026.2,142.76,68.68,64.54,61.24,82.14,137.05,175.36,199.69,273.95,427.25,909.94,2133.65,4806.68,8271.58,11742.58,15832.05,17189.53,17208.77,29298.74,15975.86,13318.65,9963,3353.26,2994.29,358.2
USA,2017,1,short,4,S012,57684.12,93.76,39.71,20.5,30.64,35.51,101.54,314.06,659.24,1137.67,1637.03,3075.48,4905.43,7086.95,7812.69,7046.43,5973.47,5073.48,4787.21,7853.31,4226.32,3626.11,2668.48,957.25,860.64,96.29
USA,2017,1,short,4,S013,7541.62,9.59,7.51,2.05,6.12,13.18,36.55,45.89,71.32,90.66,100.47,208.75,317.54,516.03,730.39,849.62,940.72,976.87,914.16,1704.2,886.05,818.1,558.61,259.68,229.64,30.02
USA,2017,1,short,4,S014,35010.38,58.6,6.44,5.12,5.1,12.17,26.4,77.49,111.05,186.38,308.51,601.9,1014.22,1680.28,2455.19,3359.83,4074.74,4496.13,5362.22,11168.62,5529.64,5639.91,3974.57,1665.89,1450.87,215.33
USA,2017,1,short,4,S015,12931.91,10046.22,261.87,112.7,106.17,92.29,118.78,135.6,145.69,113.04,119.75,157.06,230.54,345.33,305.63,207.59,123.87,86.6,93.72,129.44,70.63,58.79,44.52,14.26,13.21,1.04
USA,2017,1,short,4,S016,171046.36,1075.05,1079.72,539.96,1087.2,6519.27,13264.21,16295.42,15314.72,14173.17,11718.78,12763.86,13532.23,13905.09,10864.61,8143.14,6609.85,6196.12,6251.15,11712.8,6276.42,5435.19,3976.61,1458.17,1285.27,172.89
USA,2017,2,short,4,S000,1374392,9867.64,1648.11,1055.02,1247.03,3037.13,5485.33,7891.55,10175.68,12796.82,16208.9,25476.28,40864.71,63713.35,82962.53,102831.76,124852.94,143996.19,177098.91,543182.11,216174.89,327007.22,202174.89,124832.33,100905.61,23926.72
USA,2017,2,short,4,S001,34298.81,233.38,63.72,31.42,25.7,38.71,80.77,192.45,250.4,388.02,514.76,881.61,1399.31,2094.85,2829.25,3243.49,3691.81,3936.89,4358.78,10043.5,4639.72,5398.97,3590.35,1806.4,1504.17,301.44
USA,2017,2,short,4,S002,294276.66,58.34,179.28,237.15,198.41,252.66,335.34,659.23,1375.67,2404.51,3972.53,7330.28,13517.59,22945.52,30549.17,37077.91,40129.91,38929.01,36410.35,57713.78,31285.41,26366.13,19136,7205.11,6281.16,915.76
USA,2017,2,short,4,S003,5857.83,41.37,30.24,18.24,20.56,27.51,51.12,53.23,78.7,100.82,130.21,182.39,249.35,355.16,428.18,545.26,562.07,579.69,652.09,1751.63,691.86,1059.82,618.53,441.61,351.28,90.43
USA,2017,2,short,4,S004,61266.19,99.72,70.2,35.47,52.43,94.75,170.74,301.97,410.85,612.06,864.68,1411.52,2232.04,3544.56,4748.28,5876.91,6706.58,7009.68,7708.01,19315.73,8324.53,10986.44,6998.87,3985.75,3234,751.53
USA,2017,2,short,4,S005,85958.17,1.06,2.16,6.08,5.14,22.41,82.81,203.7,268.79,268.86,309.25,492.46,656.19,842.5,985.32,1508.79,3003.76,5656.74,11364.17,60277.97,19670.37,40639.92,23576.36,17077.24,13615.08,3465.55
USA,2017,2,short,4,S006,131639.55,135.8,96.13,88.17,103.84,128.37,179.95,249.79,312.76,376.85,489.37,819.85,1250.92,2108.96,3122.41,4643.52,7330.36,12420.74,20092.06,77689.71,29161.56,48541.3,29402.54,19144.13,15522.8,3620.47
USA,2017,2,short,4,S007,323134.36,155.95,64.81,33.45,51.41,99.85,200.4,461.68,831.97,1387.15,2161.84,3807.19,6737.94,11151.95,15347.87,19835.99,25032.56,30645.25,41945.75,163181.35,58551.42,104677.76,62130.17,42570.42,33707.78,8875.24
USA,2017,2,short,4,S008,85941.23,44.56,25.92,21.28,23.65,29.55,43.96,102.36,157.39,292.28,499.48,847.12,1364.87,2283.34,3139.34,4438.7,6302.7,8692.37,12695.75,44936.61,17514.1,27425.27,17254.18,10168.46,8315.43,1851.31
USA,2017,2,short,4,S009,14961.98,11.67,2.16,4.05,5.14,12.23,23.51,50.16,99.14,131.37,166.83,275.62,375.54,555.95,765.69,1011.91,1296.39,1651.35,2050.15,6473.12,2568.16,3905.02,2353.27,1552.29,1249.9,302.48
USA,2017,2,short,4,S010,29815.53,89.11,59.4,36.48,33.93,34.64,49.07,68.58,128.77,137.48,224.82,372.89,589.56,936.34,1318.8,1728.5,2329.88,2861.14,3996.34,14819.8,5359.86,9463.97,5568.83,3897.63,3049.17,850.27
USA,2017,2,short,4,S011,115651.02,98.65,65.88,34.46,47.29,39.73,85.88,127.95,172.72,272.93,482.19,919.07,2222.99,4727.18,7316.49,10232.13,14664.49,16773.95,18493.1,38873.92,18440.71,20410.98,13650.6,6751.28,5661.38,1086.25
USA,2017,2,short,4,S012,51098,85.93,21.6,23.31,21.59,33.62,68.5,213.94,462.98,768.91,1110.89,1847.28,2952.93,4042.14,4666.85,4811.79,5218.02,5211.35,5547.06,13989.31,6057.04,7928.61,5151.62,2774.78,2326.3,446.99
USA,2017,2,short,4,S013,11493.86,8.49,2.16,5.07,7.2,24.45,58.28,88.03,118.55,168.04,201.42,246.24,415.94,671.01,819.13,1098.68,1231.04,1216.95,1405.28,3707.9,1538.63,2168.79,1340.83,827.96,649.51,178.8
USA,2017,2,short,4,S014,38426.34,48.8,5.4,5.07,4.11,40.75,173.81,325.51,369.97,378.84,383.51,556.3,899.48,1383.32,2057.28,2906.71,3693.75,4545.76,5561.96,15086,6239.86,8844.38,5594.22,3249.05,2655.01,593.53
USA,2017,2,short,4,S015,10557.43,7971.95,239.76,89.18,89.44,78.45,71.57,85.98,78.7,107.95,85.45,144.9,210.99,297.65,290.16,187.46,135.98,85.69,103.97,202.19,97.1,104.96,69.06,35.86,30.63,5.2
USA,2017,2,short,4,S016,80015.04,782.87,719.29,386.13,557.21,2079.44,3809.61,4706.97,5058.32,5000.74,4611.66,5341.56,5789.07,5772.9,4578.33,3684,3523.64,3779.62,4714.08,15119.59,6034.56,9084.9,5739.46,3344.35,2752.02,591.46
USA,2017,3,short,4,S000,2813503,22338.74,3880.43,2354.14,3217.24,10887.01,21141.52,28279.67,31942.88,36905.15,42899.23,65703.29,104451.25,162108.08,209918.98,248097.9,283533.49,307508.42,350272.47,878063.1,388133.46,489929.64,319453.19,170476.45,141112.46,29363.99
USA,2017,3,short,4,S001,70142.09,547.66,162.45,72.4,54.28,86.38,206.65,493.21,675.24,988.91,1262.74,2157.45,3778.92,5491.32,6902.04,7299.08,7503.75,7701.95,8105.52,16652.14,8292.46,8353.7,5776.94,2574.16,2186.92,386.33
USA,2017,3,short,4,S002,620797.5,104.15,397.13,457.42,479.14,602.59,876.5,1391.31,2446.45,4269.24,7024.15,13515.36,26769.09,48706.75,68640.3,83585.83,89263.67,84802.21,77135.19,110331.02,62954.71,47292.92,35521.02,11738.51,10389.98,1338.15
USA,2017,3,short,4,S003,10916.22,89.31,63.51,41.81,38.93,55.9,96.8,120.52,178.54,212.85,248.94,347.55,502.14,709.58,849.8,1063.22,1069.63,1112.36,1219.44,2895.37,1263.98,1631.5,1017.19,614.71,494.53,120.45
USA,2017,3,short,4,S004,129277.53,196.66,146.39,89.77,115.72,190.08,386.99,718.99,972.25,1475.72,2137.35,3639.82,5855.2,9179.2,12126.94,14295.6,15544.83,15216.44,15422.24,31567.33,14984.25,16576.63,11084.69,5489.72,4563.96,925.45
USA,2017,3,short,4,S005,137469.4,3.19,6.45,8.13,8.2,42.7,181.32,486.18,695.79,847.46,942.69,1551.6,2225.91,2952.47,3309.83,3933.67,6150,10375.35,19216.36,84532.09,30509.43,54062.33,32803.26,21275.5,17352.94,3925.19
USA,2017,3,short,4,S006,218819.37,272.16,227.05,200.87,266.13,364.66,538.32,639.25,752.88,853.46,1103.33,1797.65,2779.8,4571.74,6664.87,9581.34,15038.51,23986.61,36253.06,112927.69,47427.37,65512.7,41733.96,23783.38,19598.05,4184.68
USA,2017,3,short,4,S007,690176.78,324.29,137.78,76.48,107.55,311.81,626.82,1330.39,2546.72,4194.05,6903.39,12395.2,22304.83,36256.08,48583.81,57671.24,65737.07,72404.11,88348.51,269916.67,109171.27,160812.28,101357.74,59484.85,48453.05,11047.32
USA,2017,3,short,4,S008,148247.44,106.35,70.99,41.77,57.33,67.07,90.66,220.63,384.58,697.61,1144.91,1971.86,3287.12,5295.48,7530.15,9778.67,13094.48,16771.21,22295.44,65341.12,27891.16,37453.18,24457.51,12993.13,10806.69,2184.66
USA,2017,3,short,4,S009,30294.76,46.83,3.23,5.08,12.29,41.64,59.06,122.56,270.33,354.44,469.31,769.16,1041.99,1593.09,2125.48,2721.09,3104.16,3467.95,3870.16,10216.91,4411.73,5805.6,3682.84,2123.54,1769.08,354.24
USA,2017,3,short,4,S010,56879.63,225.48,147.4,72.34,54.34,73.18,126.23,164.42,257.15,339.13,475.49,785.3,1281.22,2117.79,3017.46,3898.19,5005.75,6038.17,7963.88,24836.73,9854.27,14989.44,9286.44,5707.14,4588.47,1121.52
USA,2017,3,short,4,S011,224677.21,241.41,134.56,99,108.53,121.87,222.93,303.31,372.41,546.89,909.44,1829.01,4356.65,9533.86,15588.07,21974.7,30496.54,33963.48,35701.88,68172.66,34416.57,33729.63,23613.6,10104.54,8655.67,1444.45
USA,2017,3,short,4,S012,108782.13,179.69,61.31,43.81,52.23,69.14,170.04,528,1122.22,1906.58,2747.92,4922.76,7858.37,11129.09,12479.54,11858.22,11191.49,10284.83,10334.27,21842.62,10283.36,11554.72,7820.1,3732.04,3186.94,543.28
USA,2017,3,short,4,S013,19035.48,18.07,9.67,7.12,13.32,37.63,94.82,133.92,189.87,258.7,301.89,454.99,733.48,1187.05,1549.52,1948.31,2171.76,2193.82,2319.44,5412.1,2424.69,2986.89,1899.44,1087.64,879.15,208.83
USA,2017,3,short,4,S014,73436.72,107.39,11.84,10.19,9.22,52.92,200.2,403,481.02,565.22,692.02,1158.2,1913.7,3063.6,4512.47,6266.54,7768.5,9041.89,10924.19,26254.62,11769.49,14484.3,9568.78,4914.94,4105.88,808.86
USA,2017,3,short,4,S015,23489.34,18018.17,501.64,201.89,195.61,170.73,190.35,221.58,224.38,220.99,205.2,301.96,441.53,642.98,595.78,395.06,259.86,172.29,197.69,331.63,167.74,163.75,113.59,50.12,43.84,6.23
USA,2017,3,short,4,S016,251061.4,1857.92,1799.01,926.09,1644.41,8598.72,17073.82,21002.39,20373.04,19173.91,16330.44,18105.42,19321.3,19677.99,15442.93,11827.14,10133.49,9975.75,10965.23,26832.39,12310.98,14520.09,9716.07,4802.52,4037.29,764.35
USA,2018,1,short,4,S000,1458469,12071.1,2244.09,1286.24,1795.33,7380.84,14629.94,19632.15,21238.43,24526.59,26856.48,39973.48,61066.65,98269.17,130021.71,148557.77,164372.87,171981.79,175225.98,337338.38,171009.03,166329.35,118811.31,47518.04,41822.66,5695.39
USA,2018,1,short,4,S001,35310.09,309.46,96.23,39.87,32.7,53.81,112.72,300.63,429.87,557.39,714.9,1250.42,2035.81,3150.32,4016.85,4023.28,4038.03,3934.15,3766.22,6447.43,3449.99,2996.65,2216.11,780.07,691.41,88.59
USA,2018,1,short,4,S002,326744.77,46.04,220.57,216.73,268.7,418.3,501.67,729.63,1112.32,1851.1,2887.88,6119.07,12270.56,25210.41,38084.19,45882.76,50000.62,46928.25,41146,52849.96,31723.39,21105.1,16373.94,4722.89,4327.18,393.48
USA,2018,1,short,4,S003,5052.59,47.11,32.44,17.38,19.41,33.5,42.65,77.45,88.62,105.78,118.8,196.41,265.69,338.22,431.59,518.98,559.7,539.68,550.08,1069.1,529.87,539.28,365.28,174.13,155.56,18.54
USA,2018,1,short,4,S004,71238.16,95.31,58.39,47.03,41.89,101.54,212.27,394.44,569.5,955.21,1386.27,2254.94,3641.36,5707.98,7678.62,8821.51,9272.16,8897.49,8013.14,13089.11,6997.93,6089.6,4417.03,1672.15,1456.03,216.32
USA,2018,1,short,4,S005,51826.64,0,4.32,2.04,4.09,12.18,83.27,261.9,472.66,622.5,678.35,1104.64,1448.82,2151.68,2405.19,2444.92,3316.12,4931.92,7780.11,24101.92,10614.16,13494.74,9311.46,4185.37,3686.77,498.56
USA,2018,1,short,4,S006,91621.88,162.77,138.43,112.47,147.14,274.19,343.32,428.09,426.89,550.34,593.09,989.24,1436.71,2448.49,3580.97,5304.9,8388.71,12672.76,16785.84,36837.53,18741.74,18095.5,13006.5,5088.48,4513.26,574.77
USA,2018,1,short,4,S007,373965.56,159.56,62.72,34.76,58.24,190.89,440.75,876.42,1581.99,2933.46,4711.9,8722.6,15169.99,25319.14,34212.27,39079.17,42138.51,43770.85,47125.05,107377.28,50595.24,56798.75,39524.45,17280.98,15050.76,2232.3
USA,2018,1,short,4,S008,63487.16,58.89,22.71,21.47,30.65,28.43,51.79,126.37,209.84,344.8,633.64,1131.91,1847.79,2923.91,4496.46,5624.24,7111.14,8579.7,9519.75,20723.67,10234.25,10490.61,7304.56,3187.25,2820.36,366.69
USA,2018,1,short,4,S009,15250.17,21.42,1.08,1.02,5.11,22.34,48.75,77.45,128.35,242.09,297.54,456.64,634.47,1105.6,1493.52,1698.14,1759.76,1892.04,1834.73,3530.12,1723.95,1806.45,1279.03,527.49,467.71,59.74
USA,2018,1,short,4,S010,29229.88,135.99,95.15,39.87,22.48,49.75,89.37,118.21,161.97,217.66,304.64,486.99,850.66,1406.45,1979.53,2472.07,2892.23,3475.85,4025.98,10405.02,4670.09,5737.56,3855.22,1883.89,1610.51,274
USA,2018,1,short,4,S011,109819.09,119.93,94.08,56.25,57.26,71.09,130.02,154.97,195.64,293,420.44,884.97,2086.34,4796.01,8556.69,12059.09,16043.99,18070.19,17261.84,28467.28,15207.52,13256.38,9788.99,3465.35,3039.05,426.44
USA,2018,1,short,4,S012,59031.2,107.09,30.28,23.51,27.59,43.66,105.62,325.09,701.87,1206.33,1687.74,3040.48,4853.52,7257.61,7868,7276.44,6320.46,5498.15,4765.01,7892.74,4146.82,3745.29,2696.08,1049.08,935.59,113.33
USA,2018,1,short,4,S013,7665.43,7.5,6.49,5.11,3.07,11.17,33.51,42.8,61.12,87.47,137.08,208.56,330.35,534.08,763.34,883.78,954.31,963.58,938.97,1693.16,898.26,794.72,558.54,236.24,217.58,18.54
USA,2018,1,short,4,S014,36079.97,61.03,9.73,3.07,7.15,7.11,34.53,68.28,119.18,220.71,353.37,638.85,1068.87,1682.06,2588.59,3412.27,4314.65,4978.12,5355.88,11156.52,5441.19,5716.26,4014.08,1702.62,1469.18,233.82
USA,2018,1,short,4,S015,12594.76,9749.53,270.48,108.4,91,109.67,114.77,121.29,132.44,119.03,111.74,160.03,239.47,314.01,309.62,219.76,125.87,98.69,82.63,116.34,58.55,57.79,43.51,14.26,14.24,0
USA,2018,1,short,4,S016,169551.65,989.46,1100.98,557.25,978.87,5953.21,12284.92,15529.15,14846.19,14219.72,11819.08,12327.74,12886.25,13923.18,11556.3,8836.47,7136.59,6750.37,6274.74,11581.19,5976.07,5604.67,4056.53,1547.8,1367.47,180.26
USA,2018,2,short,4,S000,1380736,9401.6,1587.32,1044.1,1325.05,3000.12,5146.37,7832.69,10148.83,13094.9,15910.96,24905.16,38904.58,62703.89,83863.14,102700.17,128171.48,149775.74,178247.36,542972.56,214121,328851.56,201268.88,127582.68,103028.1,24554.57
USA,2018,2,short,4,S001,33393.85,227.76,90.84,39.32,27.82,45.97,77.68,161.68,264.93,380.46,521.03,832.44,1334.17,2116.82,2776.99,3163.39,3547.35,3986.39,4227.39,9571.44,4416.04,5150.89,3373.05,1775.86,1487.31,287.64
USA,2018,2,short,4,S002,293971.47,51.91,172.08,206.96,223.6,254.35,303.56,643.66,1401.4,2453.68,3836.18,7171.01,12702.09,22411.45,30720.69,36653.37,40976.91,40270.49,36465.84,57052.25,30574.74,26420.79,18958.47,7437.38,6440.28,989.61
USA,2018,2,short,4,S003,5979.26,32.84,29.92,11.38,16.49,21.45,32.71,61.4,82.85,96.64,121.88,194.44,218.32,339.01,456.78,530.93,611.89,627.94,639.66,1852.73,767.7,1084.77,658.78,426.04,346.05,79.96
USA,2018,2,short,4,S004,63280.24,60.39,58.78,34.15,51.52,89.9,187.06,290.64,405.11,646.02,892.83,1432.05,2246.01,3357.04,4883.71,6016.8,7172.66,7380.45,8002.11,20073.01,8455.15,11614.07,7271.15,4341.47,3509.62,831.78
USA,2018,2,short,4,S005,85261.84,2.12,2.14,1.03,8.24,22.47,67.46,202.61,299.71,309.25,330.09,492.17,617.56,871.75,1064.83,1515.23,2916.37,6073.97,11359.75,59105.1,19163.65,39970.56,22831.36,17153.79,13686.22,3470.44
USA,2018,2,short,4,S006,135908.39,119.7,95.12,84.85,127.76,132.79,170.68,252.75,302.78,406.9,485.48,811.17,1212.88,2063.34,3104.71,4786.39,7807.4,13020.53,21007.8,79915.36,29768.35,50159.28,30252.92,19910.35,16115.38,3794.33
USA,2018,2,short,4,S007,324623.6,148.31,60.92,35.18,45.34,91.94,210.55,487.09,810.16,1410.99,2129.89,3831.15,6432.53,10860.88,15515.95,19697.21,25852.35,31691.41,42289.16,163022.58,57555.8,105514.06,62161.05,43374.64,34444.79,8939.89
USA,2018,2,short,4,S008,86132.97,45.55,23.51,13.45,24.73,27.58,42.93,86.98,157.53,292.97,461.11,840.54,1368.54,2304.48,3185.38,4420.68,6445.51,9008.94,12655.93,44726.64,17257.57,27471.74,16844.96,10626.5,8699.26,1925.2
USA,2018,2,short,4,S009,14701.91,22.25,3.21,2.07,1.03,19.42,21.47,51.18,104.37,140.43,195.06,281.6,317.44,536.85,786.58,1024.65,1307.53,1682.34,1966.49,6237.95,2466.04,3771.88,2265.69,1506.56,1210.71,295.96
USA,2018,2,short,4,S010,31132.63,100.64,70.54,41.39,32.97,27.58,48.04,88,105.36,188.2,271.19,451.67,605.45,1044.31,1544.84,1885,2572.65,3101.52,4093.34,14859.95,5292.15,9571.79,5667.28,3906.21,3094.15,813.1
USA,2018,2,short,4,S011,115350.73,81.57,55.57,60.01,59.76,51.07,98.12,116.65,172.87,274.66,437.75,907.38,2127.62,4593.87,7399.33,10052.41,14402.24,17361.87,18160.78,38937.17,18424.96,20490.65,13599.92,6881.26,5692.03,1186.91
USA,2018,2,short,4,S012,51882.22,73.09,26.72,10.35,17.52,42.9,53.15,218.98,513.49,770.07,1132.45,1789.43,2905.87,4170.07,4654.54,4925.42,5462.66,5408.59,5656.02,14050.91,6127.44,7919.35,5009.33,2908.56,2401.94,505.7
USA,2018,2,short,4,S013,11531.71,7.42,0,7.24,8.24,17.36,49.06,100.28,115.59,182.09,182.82,293.68,404.29,609.42,825.84,1064.87,1249.99,1358.7,1436.71,3618.11,1525.29,2092.13,1296.23,795.76,612.48,183.8
USA,2018,2,short,4,S014,38190.61,40.26,4.27,4.14,9.27,39.84,159.44,255.82,346.77,440.48,402.21,518.53,783.36,1339.98,2050.1,2947.96,4036.48,4723.46,5456.55,14631.68,6132.83,8496.3,5409.55,3084.87,2497,587.77
USA,2018,2,short,4,S015,10295.61,7707.71,209.47,116.92,85.52,65.37,70.52,98.23,112.52,97.66,106.64,154.94,198.1,292.6,272.25,170.26,142.14,95.75,97.87,201.12,97.1,103.89,69.02,34.82,24.5,10.38
USA,2018,2,short,4,S016,79098.97,680.09,684.23,375.66,585.24,2050.12,3553.95,4716.72,4953.39,5004.42,4404.35,4902.96,5430.35,5792.02,4620.63,3845.61,3667.34,3983.38,4731.97,15116.55,6096.2,9019.41,5600.1,3418.59,2766.37,652.12
USA,2018,3,short,4,S000,2839205,21472.7,3831.41,2330.34,3120.38,10380.96,19776.32,27464.84,31387.26,37621.49,42767.43,64878.64,99971.24,160973.06,213884.85,251257.93,292544.36,321757.53,353473.33,880310.94,385130.03,495180.91,320080.19,175100.72,144850.76,30249.96
USA,2018,3,short,4,S001,68703.93,537.21,187.07,79.19,60.51,99.78,190.4,462.3,694.8,937.84,1235.93,2082.85,3369.98,5267.14,6793.85,7186.67,7585.38,7920.54,7993.61,16018.87,7866.03,8147.54,5589.16,2555.93,2178.72,376.23
USA,2018,3,short,4,S002,620716.24,97.95,392.65,423.69,492.3,672.66,805.23,1373.29,2513.72,4304.78,6724.06,13290.08,24972.65,47621.87,68804.87,82536.13,90977.53,87198.74,77611.85,109902.21,62298.13,47525.89,35332.41,12160.27,10767.46,1383.09
